CustomerID,Gender,SeniorCitizen,Partner,Dependents,AgeGroup,City,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast6Months,Churn
CUST-102392,Female,0,No,Yes,46-55,Delhi,28,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,53.54,1488.77,3,No
CUST-102393,Male,0,No,No,36-45,Mumbai,2,Yes,No,DSL,No,No,No,No,No,Yes,One Year,Yes,Credit Card (Auto),65.64,77.17,1,No
CUST-102394,Male,0,No,Yes,18-25,Delhi,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-Month,No,Electronic Check,71.07,162.39,3,Yes
CUST-102395,Female,0,Yes,Yes,26-35,Chennai,32,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card (Auto),97.71,3131.93,0,No
CUST-102396,Female,0,No,No,18-25,Delhi,7,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,86.72,642.68,3,No
CUST-102397,Male,0,No,Yes,26-35,Kolkata,23,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,No,Electronic Check,83.79,1989.07,1,Yes
CUST-102398,Male,0,No,Yes,36-45,Chennai,59,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer (Auto),64.49,3827.35,3,No
CUST-102399,Female,1,Yes,No,36-45,Mumbai,9,No,No Phone Service,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card (Auto),106.82,902.74,2,No
CUST-102400,Male,0,Yes,Yes,36-45,Mumbai,5,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Auto),41.84,133.6,0,No
CUST-102401,Female,0,Yes,Yes,18-25,Delhi,2,Yes,No,DSL,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Auto),72.12,180.78,1,No
CUST-102402,Male,0,Yes,Yes,18-25,Hyderabad,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card (Auto),77.06,237.19,0,No
CUST-102403,Male,0,No,Yes,26-35,Ahmedabad,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,42.84,130.4,3,No
CUST-102404,Male,1,No,No,26-35,Mumbai,2,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Auto),35.6,72.45,1,No
CUST-102405,Male,0,Yes,No,26-35,Kolkata,13,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,89.16,1072.71,3,Yes
CUST-102406,Female,1,No,No,18-25,Hyderabad,9,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,39.23,289.78,1,No
CUST-102407,Male,0,Yes,No,18-25,Bangalore,29,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,98.86,2829.43,5,No
CUST-102408,Male,0,Yes,Yes,36-45,Chennai,49,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic Check,84.29,4217.28,1,Yes
CUST-102409,Female,0,Yes,Yes,26-35,Pune,36,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,91.06,3336.6,2,Yes
CUST-102410,Male,1,Yes,Yes,18-25,Bangalore,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One Year,Yes,Electronic Check,100.7,1785.8,1,No
CUST-102411,Male,0,No,No,36-45,Ahmedabad,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,76.05,142.42,1,No
CUST-102412,Female,0,Yes,No,18-25,Hyderabad,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer (Auto),63.78,1781.5,0,No
CUST-102413,Male,0,No,No,26-35,Mumbai,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),72.61,656.25,2,No
CUST-102414,Female,0,Yes,No,18-25,Hyderabad,2,Yes,No,DSL,No,No,No,No,Yes,No,One Year,No,Bank Transfer (Auto),68.39,192.72,2,No
CUST-102415,Female,1,No,Yes,65+,Pune,44,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,95.6,4253.44,1,No
CUST-102416,Female,0,Yes,No,36-45,Hyderabad,9,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Auto),55.88,489.12,1,No
CUST-102417,Female,0,Yes,No,18-25,Hyderabad,5,Yes,No,DSL,No,No,No,No,Yes,No,Two Year,Yes,Electronic Check,72.33,453.8,1,No
CUST-102418,Male,0,Yes,No,56-65,Mumbai,49,Yes,No,DSL,Yes,No,No,No,No,No,One Year,Yes,Bank Transfer (Auto),68.05,3356.17,3,No
CUST-102419,Female,0,Yes,No,18-25,Bangalore,55,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,44.37,2450.94,2,No
CUST-102420,Male,1,Yes,No,26-35,Bangalore,9,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed Check,99.73,908.45,0,No
CUST-102421,Male,0,No,No,18-25,Mumbai,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,79.37,740.61,1,Yes
CUST-102422,Male,0,No,No,26-35,Chennai,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Auto),90.06,1848.42,1,No
CUST-102423,Male,1,No,No,65+,Delhi,31,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Credit Card (Auto),93.77,2954.47,1,No
CUST-102424,Male,0,No,No,26-35,Bangalore,1,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),100.95,112.98,0,Yes
CUST-102425,Male,0,Yes,Yes,36-45,Hyderabad,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,57.07,1142.55,3,No
CUST-102426,Male,0,Yes,No,65+,Bangalore,72,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,No,Electronic Check,86.33,6270.22,2,No
CUST-102427,Male,0,No,No,26-35,Pune,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card (Auto),69.59,397.11,2,No
CUST-102428,Male,0,No,Yes,18-25,Kolkata,57,Yes,No,DSL,No,No,No,No,No,No,One Year,No,Mailed Check,51.57,2900.8,2,No
CUST-102429,Male,1,No,No,18-25,Delhi,71,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Auto),83.61,5965.32,0,No
CUST-102430,Female,0,No,Yes,18-25,Delhi,7,Yes,No,DSL,Yes,No,No,No,No,No,One Year,Yes,Mailed Check,70.42,472.53,0,No
CUST-102431,Female,0,Yes,No,56-65,Delhi,33,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Auto),42.68,1358.95,0,No
CUST-102432,Female,1,Yes,No,46-55,Hyderabad,6,No,No Phone Service,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card (Auto),96.26,646.77,3,No
CUST-102433,Male,0,Yes,No,26-35,Mumbai,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Bank Transfer (Auto),78.21,2559.39,1,No
CUST-102434,Female,0,Yes,Yes,18-25,Pune,38,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,89.4,3450.52,0,Yes
CUST-102435,Female,0,Yes,No,36-45,Mumbai,6,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Mailed Check,91.83,567.58,2,No
CUST-102436,Female,1,Yes,No,36-45,Ahmedabad,30,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Auto),48.22,1448.34,4,No
CUST-102437,Male,0,No,No,36-45,Kolkata,40,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Auto),36.31,1539.3,3,No
CUST-102438,Male,0,No,No,18-25,Ahmedabad,10,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,80.41,875.86,2,Yes
CUST-102439,Male,0,No,No,18-25,Mumbai,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,84.6,334.19,1,Yes
CUST-102440,Male,0,No,No,36-45,Delhi,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Auto),62.96,261.48,1,Yes
CUST-102441,Female,0,Yes,Yes,26-35,Ahmedabad,20,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,No,Bank Transfer (Auto),96.03,1914.34,1,No
CUST-102442,Female,1,Yes,Yes,18-25,Ahmedabad,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card (Auto),38.8,2812.87,2,No
CUST-102443,Female,0,No,No,26-35,Delhi,41,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Auto),61.47,2589.79,2,No
CUST-102444,Female,0,Yes,Yes,26-35,Chennai,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Auto),79.51,1052.21,0,No
CUST-102445,Male,1,Yes,No,26-35,Delhi,18,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Electronic Check,115.32,2062.54,2,No
CUST-102446,Male,0,Yes,Yes,18-25,Kolkata,7,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,101.15,727.14,1,Yes
CUST-102447,Male,0,Yes,No,36-45,Mumbai,4,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,88.72,354.62,1,No
CUST-102448,Female,0,No,No,26-35,Chennai,15,No,No Phone Service,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card (Auto),71.04,959.07,1,No
CUST-102449,Male,1,Yes,No,46-55,Delhi,14,Yes,No,DSL,No,Yes,Yes,No,No,No,Two Year,No,Mailed Check,82.48,1204.89,1,No
CUST-102450,Male,0,No,No,36-45,Bangalore,17,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,73.77,1222.97,1,Yes
CUST-102451,Female,0,No,Yes,56-65,Hyderabad,72,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,110.36,7888.39,3,No
CUST-102452,Female,0,Yes,No,36-45,Bangalore,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,59.31,1365.07,2,No
CUST-102453,Male,0,Yes,No,18-25,Hyderabad,22,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Auto),67.0,1492.91,0,No
CUST-102454,Male,0,Yes,No,18-25,Chennai,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Auto),73.58,254.72,0,No
CUST-102455,Male,0,Yes,No,36-45,Delhi,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Transfer (Auto),64.62,4646.32,0,No
CUST-102456,Male,0,No,No,18-25,Pune,35,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Electronic Check,85.23,2994.26,1,No
CUST-102457,Male,0,No,No,26-35,Bangalore,50,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Credit Card (Auto),86.71,4320.46,1,No
CUST-102458,Male,0,No,No,18-25,Mumbai,12,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,85.47,982.57,2,Yes
CUST-102459,Female,0,Yes,No,18-25,Kolkata,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Auto),36.28,614.75,1,No
CUST-102460,Female,0,No,No,26-35,Delhi,17,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,100.38,1718.36,0,Yes
CUST-102461,Female,0,No,No,18-25,Kolkata,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One Year,No,Electronic Check,81.81,495.13,2,No
CUST-102462,Male,0,No,No,26-35,Pune,28,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,77.41,2055.7,5,No
CUST-102463,Female,0,No,Yes,18-25,Bangalore,55,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Auto),43.85,2470.69,2,No
CUST-102464,Male,0,No,No,26-35,Chennai,4,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Auto),38.38,134.12,1,Yes
CUST-102465,Male,0,No,No,18-25,Ahmedabad,2,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,41.12,58.09,2,No
CUST-102466,Female,1,No,No,26-35,Delhi,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Electronic Check,67.55,2190.82,3,No
CUST-102467,Male,0,Yes,No,36-45,Bangalore,7,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),76.06,488.01,2,Yes
CUST-102468,Male,1,No,No,36-45,Mumbai,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-Month,No,Electronic Check,66.73,1512.31,1,No
CUST-102469,Female,0,Yes,No,26-35,Kolkata,28,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18.0,533.73,3,No
CUST-102470,Female,0,Yes,No,18-25,Hyderabad,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,46.07,387.88,3,No
CUST-102471,Female,1,No,No,26-35,Mumbai,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),70.04,2766.31,0,No
CUST-102472,Male,0,No,Yes,26-35,Chennai,19,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,No,Electronic Check,112.9,2109.71,0,No
CUST-102473,Female,0,Yes,Yes,26-35,Bangalore,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card (Auto),104.1,5014.34,2,No
CUST-102474,Female,0,Yes,Yes,36-45,Delhi,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,99.85,3334.67,1,No
CUST-102475,Male,0,Yes,No,18-25,Mumbai,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,60.41,,2,No
CUST-102476,Female,0,No,No,18-25,Delhi,0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,53.72,105.78,0,No
CUST-102477,Female,0,No,Yes,56-65,Delhi,6,Yes,No,DSL,No,Yes,No,Yes,No,No,One Year,No,Bank Transfer (Auto),70.81,425.03,2,No
CUST-102478,Female,0,No,No,46-55,Pune,2,No,No Phone Service,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,77.7,177.16,0,No
CUST-102479,Male,0,No,No,18-25,Delhi,14,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer (Auto),35.35,508.14,1,No
CUST-102480,Male,1,Yes,Yes,18-25,Ahmedabad,52,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,94.38,4861.07,1,No
CUST-102481,Male,0,No,No,26-35,Delhi,15,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,No,Mailed Check,89.32,1355.62,3,No
CUST-102482,Male,0,Yes,No,26-35,Kolkata,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card (Auto),75.44,3405.92,0,No
CUST-102483,Female,0,No,No,18-25,Bangalore,9,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Transfer (Auto),98.07,971.23,0,Yes
CUST-102484,Male,0,No,No,46-55,Ahmedabad,9,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,92.19,842.1,0,No
CUST-102485,Male,0,No,No,36-45,Pune,54,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Auto),102.49,5596.55,0,No
CUST-102486,Female,0,Yes,No,36-45,Chennai,13,Yes,No,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Bank Transfer (Auto),81.21,1077.19,2,No
CUST-102487,Female,0,Yes,No,26-35,Kolkata,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,60.67,2219.34,1,No
CUST-102488,Female,0,Yes,No,18-25,Kolkata,6,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,99.47,537.56,1,No
CUST-102489,Male,0,No,No,18-25,Ahmedabad,71,No,No Phone Service,DSL,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,74.95,5336.86,1,No
CUST-102490,Male,1,Yes,No,18-25,Delhi,20,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,93.63,1910.61,2,Yes
CUST-102491,Male,0,Yes,No,65+,Hyderabad,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card (Auto),60.17,2041.33,3,Yes
CUST-102492,Female,0,Yes,Yes,18-25,Bangalore,2,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,No,Electronic Check,103.39,175.13,2,No
CUST-102493,Female,0,No,No,26-35,Bangalore,16,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,No,Electronic Check,85.77,1442.67,3,Yes
CUST-102494,Male,0,Yes,No,36-45,Chennai,55,No,No Phone Service,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Electronic Check,77.86,4260.23,6,Yes
CUST-102495,Female,1,No,No,18-25,Hyderabad,50,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card (Auto),72.14,3549.41,0,No
CUST-102496,Female,0,No,Yes,26-35,Kolkata,1,Yes,Yes,DSL,Yes,No,No,No,No,No,One Year,Yes,Bank Transfer (Auto),65.05,61.8,2,No
CUST-102497,Female,0,No,Yes,18-25,Bangalore,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Two Year,Yes,Electronic Check,71.66,577.16,2,No
CUST-102498,Male,0,Yes,No,18-25,Hyderabad,14,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,42.28,555.15,1,No
CUST-102499,Female,0,Yes,Yes,26-35,Ahmedabad,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,40.9,159.03,3,No
CUST-102500,Female,0,Yes,No,36-45,Mumbai,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer (Auto),94.16,2834.2,0,No
CUST-102501,Male,0,Yes,No,26-35,Delhi,4,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,78.85,336.59,2,No
CUST-102502,Male,1,Yes,No,46-55,Mumbai,10,Yes,No,DSL,Yes,No,No,No,Yes,No,One Year,No,Credit Card (Auto),86.36,811.11,2,No
CUST-102503,Female,0,No,Yes,18-25,Mumbai,26,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,No,Electronic Check,112.38,,0,Yes
CUST-102504,Female,1,Yes,Yes,36-45,Mumbai,15,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Transfer (Auto),71.76,1042.56,2,No
CUST-102505,Male,0,No,Yes,36-45,Bangalore,32,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Auto),83.51,2742.4,0,No
CUST-102506,Male,0,Yes,Yes,26-35,Kolkata,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card (Auto),53.12,3809.47,0,No
CUST-102507,Female,1,No,No,36-45,Delhi,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,43.7,45.23,1,No
CUST-102508,Female,0,No,No,26-35,Bangalore,29,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer (Auto),102.3,3071.22,1,Yes
CUST-102509,Female,0,No,Yes,26-35,Kolkata,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,86.95,611.43,4,Yes
CUST-102510,Female,0,No,Yes,18-25,Mumbai,12,No,No Phone Service,DSL,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,75.29,945.3,1,No
CUST-102511,Male,0,No,Yes,26-35,Delhi,0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card (Auto),93.43,28.1,1,No
CUST-102512,Female,0,No,No,26-35,Pune,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Auto),28.05,40.88,2,No
CUST-102513,Female,0,Yes,No,46-55,Pune,9,No,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Auto),111.11,1054.35,0,Yes
CUST-102514,Male,0,No,No,18-25,Bangalore,10,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,111.66,1134.84,5,Yes
CUST-102515,Female,0,Yes,No,18-25,Mumbai,55,Yes,No,DSL,No,No,No,No,Yes,No,One Year,No,Credit Card (Auto),80.22,4380.26,2,No
CUST-102516,Male,0,Yes,No,26-35,Bangalore,32,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,No,Electronic Check,92.41,2964.16,0,No
CUST-102517,Female,0,Yes,No,18-25,Pune,72,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,79.19,5678.47,0,No
CUST-102518,Female,0,Yes,Yes,18-25,Pune,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,Yes,Bank Transfer (Auto),62.94,1245.62,1,No
CUST-102519,Male,1,Yes,No,18-25,Bangalore,6,Yes,No,DSL,No,No,Yes,No,No,No,Two Year,Yes,Electronic Check,55.51,401.33,2,No
CUST-102520,Male,0,Yes,Yes,36-45,Bangalore,9,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),80.56,634.35,0,No
CUST-102521,Female,0,Yes,No,36-45,Pune,9,No,No Phone Service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.04,864.19,0,No
CUST-102522,Female,1,No,Yes,46-55,Ahmedabad,9,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,No,Mailed Check,103.35,919.46,0,No
CUST-102523,Female,0,Yes,No,18-25,Pune,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),77.08,2026.68,1,No
CUST-102524,Male,1,No,Yes,26-35,Delhi,18,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),92.65,1694.42,2,No
CUST-102525,Female,0,Yes,No,18-25,Ahmedabad,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,43.81,432.43,1,No
CUST-102526,Male,0,No,No,18-25,Chennai,3,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,90.76,261.76,1,No
CUST-102527,Male,0,No,No,18-25,Mumbai,0,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Credit Card (Auto),87.71,0.0,0,No
CUST-102528,Female,0,No,No,18-25,Bangalore,5,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,36.15,150.57,0,No
CUST-102529,Male,0,No,No,18-25,Pune,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,51.81,155.48,0,No
CUST-102530,Female,0,Yes,No,26-35,Kolkata,36,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer (Auto),37.86,1302.48,0,No
CUST-102531,Female,0,No,No,26-35,Hyderabad,2,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,96.96,,1,No
CUST-102532,Female,0,No,Yes,26-35,Mumbai,30,Yes,Yes,DSL,No,No,Yes,No,No,No,One Year,Yes,Credit Card (Auto),64.66,1854.29,1,No
CUST-102533,Female,0,No,No,18-25,Mumbai,11,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Auto),78.13,871.39,3,No
CUST-102534,Female,0,No,No,26-35,Bangalore,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Auto),51.53,60.02,2,No
CUST-102535,Male,0,Yes,No,26-35,Mumbai,40,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,98.36,4029.78,0,Yes
CUST-102536,Male,0,No,No,36-45,Bangalore,20,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card (Auto),104.98,2068.86,2,No
CUST-102537,Female,1,Yes,No,46-55,Pune,6,No,No Phone Service,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,No,Electronic Check,91.51,540.59,4,No
